contact,transiting,natal,aspect,exact_key,package_status,you_words,friend_words,exact_review_status,shared_key,shared_has_you,shared_review_status
Venus square your Jupiter,venus,jupiter,square,authored/transit-aspect/venus/jupiter/square,empty_exact,0,0,,authored/transit-aspect/venus/jupiter/hard,yes,approved
Venus trine your Jupiter,venus,jupiter,trine,authored/transit-aspect/venus/jupiter/trine,empty_exact,0,0,,authored/transit-aspect/venus/jupiter/soft,yes,approved
Venus sextile your Jupiter,venus,jupiter,sextile,authored/transit-aspect/venus/jupiter/sextile,empty_exact,0,0,,authored/transit-aspect/venus/jupiter/soft,yes,approved
Venus conjunction your Saturn,venus,saturn,conjunction,authored/transit-aspect/venus/saturn/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/saturn/hard,yes,approved
Venus opposition your Saturn,venus,saturn,opposition,authored/transit-aspect/venus/saturn/opposition,empty_exact,0,0,,authored/transit-aspect/venus/saturn/hard,yes,approved
Venus square your Saturn,venus,saturn,square,authored/transit-aspect/venus/saturn/square,empty_exact,0,0,,authored/transit-aspect/venus/saturn/hard,yes,approved
Venus trine your Saturn,venus,saturn,trine,authored/transit-aspect/venus/saturn/trine,empty_exact,0,0,,authored/transit-aspect/venus/saturn/soft,yes,approved
Venus sextile your Saturn,venus,saturn,sextile,authored/transit-aspect/venus/saturn/sextile,empty_exact,0,0,,authored/transit-aspect/venus/saturn/soft,yes,approved
Venus conjunction your Uranus,venus,uranus,conjunction,authored/transit-aspect/venus/uranus/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/uranus/hard,yes,approved
Venus opposition your Uranus,venus,uranus,opposition,authored/transit-aspect/venus/uranus/opposition,empty_exact,0,0,,authored/transit-aspect/venus/uranus/hard,yes,approved
Venus square your Uranus,venus,uranus,square,authored/transit-aspect/venus/uranus/square,empty_exact,0,0,,authored/transit-aspect/venus/uranus/hard,yes,approved
Venus trine your Uranus,venus,uranus,trine,authored/transit-aspect/venus/uranus/trine,empty_exact,0,0,,authored/transit-aspect/venus/uranus/soft,yes,approved
Venus sextile your Uranus,venus,uranus,sextile,authored/transit-aspect/venus/uranus/sextile,empty_exact,0,0,,authored/transit-aspect/venus/uranus/soft,yes,approved
Venus conjunction your Neptune,venus,neptune,conjunction,authored/transit-aspect/venus/neptune/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/neptune/hard,yes,approved
Venus opposition your Neptune,venus,neptune,opposition,authored/transit-aspect/venus/neptune/opposition,empty_exact,0,0,,authored/transit-aspect/venus/neptune/hard,yes,approved
Venus square your Neptune,venus,neptune,square,authored/transit-aspect/venus/neptune/square,empty_exact,0,0,,authored/transit-aspect/venus/neptune/hard,yes,approved
Venus trine your Neptune,venus,neptune,trine,authored/transit-aspect/venus/neptune/trine,empty_exact,0,0,,authored/transit-aspect/venus/neptune/soft,yes,approved
Venus sextile your Neptune,venus,neptune,sextile,authored/transit-aspect/venus/neptune/sextile,empty_exact,0,0,,authored/transit-aspect/venus/neptune/soft,yes,approved
Venus conjunction your Pluto,venus,pluto,conjunction,authored/transit-aspect/venus/pluto/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/pluto/hard,yes,approved
Venus opposition your Pluto,venus,pluto,opposition,authored/transit-aspect/venus/pluto/opposition,empty_exact,0,0,,authored/transit-aspect/venus/pluto/hard,yes,approved
Venus square your Pluto,venus,pluto,square,authored/transit-aspect/venus/pluto/square,empty_exact,0,0,,authored/transit-aspect/venus/pluto/hard,yes,approved
Venus trine your Pluto,venus,pluto,trine,authored/transit-aspect/venus/pluto/trine,empty_exact,0,0,,authored/transit-aspect/venus/pluto/soft,yes,approved
Venus sextile your Pluto,venus,pluto,sextile,authored/transit-aspect/venus/pluto/sextile,empty_exact,0,0,,authored/transit-aspect/venus/pluto/soft,yes,approved
Venus conjunction your Chiron,venus,chiron,conjunction,authored/transit-aspect/venus/chiron/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/chiron/hard,no,
Venus opposition your Chiron,venus,chiron,opposition,authored/transit-aspect/venus/chiron/opposition,empty_exact,0,0,,authored/transit-aspect/venus/chiron/hard,no,
Venus square your Chiron,venus,chiron,square,authored/transit-aspect/venus/chiron/square,empty_exact,0,0,,authored/transit-aspect/venus/chiron/hard,no,
Venus trine your Chiron,venus,chiron,trine,authored/transit-aspect/venus/chiron/trine,empty_exact,0,0,,authored/transit-aspect/venus/chiron/soft,no,
Venus sextile your Chiron,venus,chiron,sextile,authored/transit-aspect/venus/chiron/sextile,empty_exact,0,0,,authored/transit-aspect/venus/chiron/soft,no,
Venus conjunction your North Node,venus,north-node,conjunction,authored/transit-aspect/venus/north-node/conjunction,exact_you_and_friend,93,93,approved,authored/transit-aspect/venus/north-node/hard,no,
Venus opposition your North Node,venus,north-node,opposition,authored/transit-aspect/venus/north-node/opposition,empty_exact,0,0,,authored/transit-aspect/venus/north-node/hard,no,
Venus square your North Node,venus,north-node,square,authored/transit-aspect/venus/north-node/square,empty_exact,0,0,,authored/transit-aspect/venus/north-node/hard,no,
Venus trine your North Node,venus,north-node,trine,authored/transit-aspect/venus/north-node/trine,empty_exact,0,0,,authored/transit-aspect/venus/north-node/soft,no,
Venus sextile your North Node,venus,north-node,sextile,authored/transit-aspect/venus/north-node/sextile,empty_exact,0,0,,authored/transit-aspect/venus/north-node/soft,no,
Venus conjunction your South Node,venus,south-node,conjunction,authored/transit-aspect/venus/south-node/conjunction,exact_you_and_friend,111,111,approved,authored/transit-aspect/venus/south-node/hard,no,
Venus opposition your South Node,venus,south-node,opposition,authored/transit-aspect/venus/south-node/opposition,empty_exact,0,0,,authored/transit-aspect/venus/south-node/hard,no,
Venus square your South Node,venus,south-node,square,authored/transit-aspect/venus/south-node/square,empty_exact,0,0,,authored/transit-aspect/venus/south-node/hard,no,
Venus trine your South Node,venus,south-node,trine,authored/transit-aspect/venus/south-node/trine,empty_exact,0,0,,authored/transit-aspect/venus/south-node/soft,no,
Venus sextile your South Node,venus,south-node,sextile,authored/transit-aspect/venus/south-node/sextile,empty_exact,0,0,,authored/transit-aspect/venus/south-node/soft,no,
Venus conjunction your Lilith,venus,lilith,conjunction,authored/transit-aspect/venus/lilith/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/lilith/hard,yes,approved
Venus opposition your Lilith,venus,lilith,opposition,authored/transit-aspect/venus/lilith/opposition,empty_exact,0,0,,authored/transit-aspect/venus/lilith/hard,yes,approved
Venus conjunction your Ascendant,venus,ascendant,conjunction,authored/transit-aspect/venus/ascendant/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/ascendant/hard,yes,approved
Venus opposition your Ascendant,venus,ascendant,opposition,authored/transit-aspect/venus/ascendant/opposition,empty_exact,0,0,,authored/transit-aspect/venus/ascendant/hard,yes,approved
Venus square your Ascendant,venus,ascendant,square,authored/transit-aspect/venus/ascendant/square,empty_exact,0,0,,authored/transit-aspect/venus/ascendant/hard,yes,approved
Venus trine your Ascendant,venus,ascendant,trine,authored/transit-aspect/venus/ascendant/trine,empty_exact,0,0,,authored/transit-aspect/venus/ascendant/soft,yes,approved
Venus sextile your Ascendant,venus,ascendant,sextile,authored/transit-aspect/venus/ascendant/sextile,empty_exact,0,0,,authored/transit-aspect/venus/ascendant/soft,yes,approved
Venus conjunction your Midheaven,venus,midheaven,conjunction,authored/transit-aspect/venus/midheaven/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/midheaven/hard,yes,approved
Venus opposition your Midheaven,venus,midheaven,opposition,authored/transit-aspect/venus/midheaven/opposition,empty_exact,0,0,,authored/transit-aspect/venus/midheaven/hard,yes,approved
Venus square your Midheaven,venus,midheaven,square,authored/transit-aspect/venus/midheaven/square,empty_exact,0,0,,authored/transit-aspect/venus/midheaven/hard,yes,approved
Venus trine your Midheaven,venus,midheaven,trine,authored/transit-aspect/venus/midheaven/trine,empty_exact,0,0,,authored/transit-aspect/venus/midheaven/soft,yes,approved
Venus sextile your Midheaven,venus,midheaven,sextile,authored/transit-aspect/venus/midheaven/sextile,empty_exact,0,0,,authored/transit-aspect/venus/midheaven/soft,yes,approved
Venus conjunction your Descendant,venus,descendant,conjunction,authored/transit-aspect/venus/descendant/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/descendant/hard,no,
Venus opposition your Descendant,venus,descendant,opposition,authored/transit-aspect/venus/descendant/opposition,empty_exact,0,0,,authored/transit-aspect/venus/descendant/hard,no,
Venus square your Descendant,venus,descendant,square,authored/transit-aspect/venus/descendant/square,empty_exact,0,0,,authored/transit-aspect/venus/descendant/hard,no,
Venus trine your Descendant,venus,descendant,trine,authored/transit-aspect/venus/descendant/trine,empty_exact,0,0,,authored/transit-aspect/venus/descendant/soft,no,
Venus sextile your Descendant,venus,descendant,sextile,authored/transit-aspect/venus/descendant/sextile,empty_exact,0,0,,authored/transit-aspect/venus/descendant/soft,no,
Venus conjunction your Imum Coeli,venus,imum-coeli,conjunction,authored/transit-aspect/venus/imum-coeli/conjunction,empty_exact,0,0,,authored/transit-aspect/venus/imum-coeli/hard,no,
Venus opposition your Imum Coeli,venus,imum-coeli,opposition,authored/transit-aspect/venus/imum-coeli/opposition,empty_exact,0,0,,authored/transit-aspect/venus/imum-coeli/hard,no,
Venus square your Imum Coeli,venus,imum-coeli,square,authored/transit-aspect/venus/imum-coeli/square,empty_exact,0,0,,authored/transit-aspect/venus/imum-coeli/hard,no,
Venus trine your Imum Coeli,venus,imum-coeli,trine,authored/transit-aspect/venus/imum-coeli/trine,empty_exact,0,0,,authored/transit-aspect/venus/imum-coeli/soft,no,
Venus sextile your Imum Coeli,venus,imum-coeli,sextile,authored/transit-aspect/venus/imum-coeli/sextile,empty_exact,0,0,,authored/transit-aspect/venus/imum-coeli/soft,no,
Mars conjunction your Sun,mars,sun,conjunction,authored/transit-aspect/mars/sun/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/sun/hard,yes,approved
Mars opposition your Sun,mars,sun,opposition,authored/transit-aspect/mars/sun/opposition,empty_exact,0,0,,authored/transit-aspect/mars/sun/hard,yes,approved
Mars square your Sun,mars,sun,square,authored/transit-aspect/mars/sun/square,empty_exact,0,0,,authored/transit-aspect/mars/sun/hard,yes,approved
Mars trine your Sun,mars,sun,trine,authored/transit-aspect/mars/sun/trine,empty_exact,0,0,,authored/transit-aspect/mars/sun/soft,yes,approved
Mars sextile your Sun,mars,sun,sextile,authored/transit-aspect/mars/sun/sextile,empty_exact,0,0,,authored/transit-aspect/mars/sun/soft,yes,approved
Mars conjunction your Moon,mars,moon,conjunction,authored/transit-aspect/mars/moon/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/moon/hard,yes,approved
Mars opposition your Moon,mars,moon,opposition,authored/transit-aspect/mars/moon/opposition,empty_exact,0,0,,authored/transit-aspect/mars/moon/hard,yes,approved
Mars square your Moon,mars,moon,square,authored/transit-aspect/mars/moon/square,empty_exact,0,0,,authored/transit-aspect/mars/moon/hard,yes,approved
Mars trine your Moon,mars,moon,trine,authored/transit-aspect/mars/moon/trine,empty_exact,0,0,,authored/transit-aspect/mars/moon/soft,yes,approved
Mars sextile your Moon,mars,moon,sextile,authored/transit-aspect/mars/moon/sextile,empty_exact,0,0,,authored/transit-aspect/mars/moon/soft,yes,approved
Mars conjunction your Mercury,mars,mercury,conjunction,authored/transit-aspect/mars/mercury/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/mercury/hard,yes,approved
Mars opposition your Mercury,mars,mercury,opposition,authored/transit-aspect/mars/mercury/opposition,empty_exact,0,0,,authored/transit-aspect/mars/mercury/hard,yes,approved
Mars square your Mercury,mars,mercury,square,authored/transit-aspect/mars/mercury/square,empty_exact,0,0,,authored/transit-aspect/mars/mercury/hard,yes,approved
Mars trine your Mercury,mars,mercury,trine,authored/transit-aspect/mars/mercury/trine,empty_exact,0,0,,authored/transit-aspect/mars/mercury/soft,yes,approved
Mars sextile your Mercury,mars,mercury,sextile,authored/transit-aspect/mars/mercury/sextile,empty_exact,0,0,,authored/transit-aspect/mars/mercury/soft,yes,approved
Mars conjunction your Venus,mars,venus,conjunction,authored/transit-aspect/mars/venus/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/venus/hard,yes,approved
Mars opposition your Venus,mars,venus,opposition,authored/transit-aspect/mars/venus/opposition,empty_exact,0,0,,authored/transit-aspect/mars/venus/hard,yes,approved
Mars square your Venus,mars,venus,square,authored/transit-aspect/mars/venus/square,empty_exact,0,0,,authored/transit-aspect/mars/venus/hard,yes,approved
Mars trine your Venus,mars,venus,trine,authored/transit-aspect/mars/venus/trine,empty_exact,0,0,,authored/transit-aspect/mars/venus/soft,yes,approved
Mars sextile your Venus,mars,venus,sextile,authored/transit-aspect/mars/venus/sextile,empty_exact,0,0,,authored/transit-aspect/mars/venus/soft,yes,approved
Mars return,mars,mars,conjunction (return),authored/transit-return/mars,exact_you_only,37,0,approved,,,
Mars opposition your Mars,mars,mars,opposition,authored/transit-aspect/mars/mars/opposition,empty_exact,0,0,,authored/transit-aspect/mars/mars/hard,yes,approved
Mars square your Mars,mars,mars,square,authored/transit-aspect/mars/mars/square,empty_exact,0,0,,authored/transit-aspect/mars/mars/hard,yes,approved
Mars trine your Mars,mars,mars,trine,authored/transit-aspect/mars/mars/trine,empty_exact,0,0,,authored/transit-aspect/mars/mars/soft,yes,approved
Mars sextile your Mars,mars,mars,sextile,authored/transit-aspect/mars/mars/sextile,empty_exact,0,0,,authored/transit-aspect/mars/mars/soft,yes,approved
Mars conjunction your Jupiter,mars,jupiter,conjunction,authored/transit-aspect/mars/jupiter/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/jupiter/hard,yes,approved
Mars opposition your Jupiter,mars,jupiter,opposition,authored/transit-aspect/mars/jupiter/opposition,empty_exact,0,0,,authored/transit-aspect/mars/jupiter/hard,yes,approved
Mars square your Jupiter,mars,jupiter,square,authored/transit-aspect/mars/jupiter/square,empty_exact,0,0,,authored/transit-aspect/mars/jupiter/hard,yes,approved
Mars trine your Jupiter,mars,jupiter,trine,authored/transit-aspect/mars/jupiter/trine,empty_exact,0,0,,authored/transit-aspect/mars/jupiter/soft,yes,approved
Mars sextile your Jupiter,mars,jupiter,sextile,authored/transit-aspect/mars/jupiter/sextile,empty_exact,0,0,,authored/transit-aspect/mars/jupiter/soft,yes,approved
Mars conjunction your Saturn,mars,saturn,conjunction,authored/transit-aspect/mars/saturn/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/saturn/hard,yes,approved
Mars opposition your Saturn,mars,saturn,opposition,authored/transit-aspect/mars/saturn/opposition,empty_exact,0,0,,authored/transit-aspect/mars/saturn/hard,yes,approved
Mars square your Saturn,mars,saturn,square,authored/transit-aspect/mars/saturn/square,empty_exact,0,0,,authored/transit-aspect/mars/saturn/hard,yes,approved
Mars trine your Saturn,mars,saturn,trine,authored/transit-aspect/mars/saturn/trine,empty_exact,0,0,,authored/transit-aspect/mars/saturn/soft,yes,approved
Mars sextile your Saturn,mars,saturn,sextile,authored/transit-aspect/mars/saturn/sextile,empty_exact,0,0,,authored/transit-aspect/mars/saturn/soft,yes,approved
Mars conjunction your Uranus,mars,uranus,conjunction,authored/transit-aspect/mars/uranus/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/uranus/hard,yes,approved
Mars opposition your Uranus,mars,uranus,opposition,authored/transit-aspect/mars/uranus/opposition,empty_exact,0,0,,authored/transit-aspect/mars/uranus/hard,yes,approved
Mars square your Uranus,mars,uranus,square,authored/transit-aspect/mars/uranus/square,empty_exact,0,0,,authored/transit-aspect/mars/uranus/hard,yes,approved
Mars trine your Uranus,mars,uranus,trine,authored/transit-aspect/mars/uranus/trine,empty_exact,0,0,,authored/transit-aspect/mars/uranus/soft,yes,approved
Mars sextile your Uranus,mars,uranus,sextile,authored/transit-aspect/mars/uranus/sextile,empty_exact,0,0,,authored/transit-aspect/mars/uranus/soft,yes,approved
Mars conjunction your Neptune,mars,neptune,conjunction,authored/transit-aspect/mars/neptune/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/neptune/hard,yes,approved
Mars opposition your Neptune,mars,neptune,opposition,authored/transit-aspect/mars/neptune/opposition,empty_exact,0,0,,authored/transit-aspect/mars/neptune/hard,yes,approved
Mars square your Neptune,mars,neptune,square,authored/transit-aspect/mars/neptune/square,empty_exact,0,0,,authored/transit-aspect/mars/neptune/hard,yes,approved
Mars trine your Neptune,mars,neptune,trine,authored/transit-aspect/mars/neptune/trine,empty_exact,0,0,,authored/transit-aspect/mars/neptune/soft,yes,approved
Mars sextile your Neptune,mars,neptune,sextile,authored/transit-aspect/mars/neptune/sextile,empty_exact,0,0,,authored/transit-aspect/mars/neptune/soft,yes,approved
Mars conjunction your Pluto,mars,pluto,conjunction,authored/transit-aspect/mars/pluto/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/pluto/hard,yes,approved
Mars opposition your Pluto,mars,pluto,opposition,authored/transit-aspect/mars/pluto/opposition,empty_exact,0,0,,authored/transit-aspect/mars/pluto/hard,yes,approved
Mars square your Pluto,mars,pluto,square,authored/transit-aspect/mars/pluto/square,empty_exact,0,0,,authored/transit-aspect/mars/pluto/hard,yes,approved
Mars trine your Pluto,mars,pluto,trine,authored/transit-aspect/mars/pluto/trine,empty_exact,0,0,,authored/transit-aspect/mars/pluto/soft,yes,approved
Mars sextile your Pluto,mars,pluto,sextile,authored/transit-aspect/mars/pluto/sextile,empty_exact,0,0,,authored/transit-aspect/mars/pluto/soft,yes,approved
Mars conjunction your Chiron,mars,chiron,conjunction,authored/transit-aspect/mars/chiron/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/chiron/hard,no,
Mars opposition your Chiron,mars,chiron,opposition,authored/transit-aspect/mars/chiron/opposition,empty_exact,0,0,,authored/transit-aspect/mars/chiron/hard,no,
Mars square your Chiron,mars,chiron,square,authored/transit-aspect/mars/chiron/square,empty_exact,0,0,,authored/transit-aspect/mars/chiron/hard,no,
Mars trine your Chiron,mars,chiron,trine,authored/transit-aspect/mars/chiron/trine,empty_exact,0,0,,authored/transit-aspect/mars/chiron/soft,no,
Mars sextile your Chiron,mars,chiron,sextile,authored/transit-aspect/mars/chiron/sextile,empty_exact,0,0,,authored/transit-aspect/mars/chiron/soft,no,
Mars conjunction your North Node,mars,north-node,conjunction,authored/transit-aspect/mars/north-node/conjunction,exact_you_and_friend,105,105,approved,authored/transit-aspect/mars/north-node/hard,no,
Mars opposition your North Node,mars,north-node,opposition,authored/transit-aspect/mars/north-node/opposition,empty_exact,0,0,,authored/transit-aspect/mars/north-node/hard,no,
Mars square your North Node,mars,north-node,square,authored/transit-aspect/mars/north-node/square,empty_exact,0,0,,authored/transit-aspect/mars/north-node/hard,no,
Mars trine your North Node,mars,north-node,trine,authored/transit-aspect/mars/north-node/trine,empty_exact,0,0,,authored/transit-aspect/mars/north-node/soft,no,
Mars sextile your North Node,mars,north-node,sextile,authored/transit-aspect/mars/north-node/sextile,empty_exact,0,0,,authored/transit-aspect/mars/north-node/soft,no,
Mars conjunction your South Node,mars,south-node,conjunction,authored/transit-aspect/mars/south-node/conjunction,exact_you_and_friend,108,108,approved,authored/transit-aspect/mars/south-node/hard,no,
Mars opposition your South Node,mars,south-node,opposition,authored/transit-aspect/mars/south-node/opposition,empty_exact,0,0,,authored/transit-aspect/mars/south-node/hard,no,
Mars square your South Node,mars,south-node,square,authored/transit-aspect/mars/south-node/square,empty_exact,0,0,,authored/transit-aspect/mars/south-node/hard,no,
Mars trine your South Node,mars,south-node,trine,authored/transit-aspect/mars/south-node/trine,empty_exact,0,0,,authored/transit-aspect/mars/south-node/soft,no,
Mars sextile your South Node,mars,south-node,sextile,authored/transit-aspect/mars/south-node/sextile,empty_exact,0,0,,authored/transit-aspect/mars/south-node/soft,no,
Mars conjunction your Lilith,mars,lilith,conjunction,authored/transit-aspect/mars/lilith/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/lilith/hard,yes,approved
Mars opposition your Lilith,mars,lilith,opposition,authored/transit-aspect/mars/lilith/opposition,empty_exact,0,0,,authored/transit-aspect/mars/lilith/hard,yes,approved
Mars conjunction your Ascendant,mars,ascendant,conjunction,authored/transit-aspect/mars/ascendant/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/ascendant/hard,yes,approved
Mars opposition your Ascendant,mars,ascendant,opposition,authored/transit-aspect/mars/ascendant/opposition,empty_exact,0,0,,authored/transit-aspect/mars/ascendant/hard,yes,approved
Mars square your Ascendant,mars,ascendant,square,authored/transit-aspect/mars/ascendant/square,empty_exact,0,0,,authored/transit-aspect/mars/ascendant/hard,yes,approved
Mars trine your Ascendant,mars,ascendant,trine,authored/transit-aspect/mars/ascendant/trine,empty_exact,0,0,,authored/transit-aspect/mars/ascendant/soft,yes,approved
Mars sextile your Ascendant,mars,ascendant,sextile,authored/transit-aspect/mars/ascendant/sextile,empty_exact,0,0,,authored/transit-aspect/mars/ascendant/soft,yes,approved
Mars conjunction your Midheaven,mars,midheaven,conjunction,authored/transit-aspect/mars/midheaven/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/midheaven/hard,yes,approved
Mars opposition your Midheaven,mars,midheaven,opposition,authored/transit-aspect/mars/midheaven/opposition,empty_exact,0,0,,authored/transit-aspect/mars/midheaven/hard,yes,approved
Mars square your Midheaven,mars,midheaven,square,authored/transit-aspect/mars/midheaven/square,empty_exact,0,0,,authored/transit-aspect/mars/midheaven/hard,yes,approved
Mars trine your Midheaven,mars,midheaven,trine,authored/transit-aspect/mars/midheaven/trine,empty_exact,0,0,,authored/transit-aspect/mars/midheaven/soft,yes,approved
Mars sextile your Midheaven,mars,midheaven,sextile,authored/transit-aspect/mars/midheaven/sextile,empty_exact,0,0,,authored/transit-aspect/mars/midheaven/soft,yes,approved
Mars conjunction your Descendant,mars,descendant,conjunction,authored/transit-aspect/mars/descendant/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/descendant/hard,no,
Mars opposition your Descendant,mars,descendant,opposition,authored/transit-aspect/mars/descendant/opposition,empty_exact,0,0,,authored/transit-aspect/mars/descendant/hard,no,
Mars square your Descendant,mars,descendant,square,authored/transit-aspect/mars/descendant/square,empty_exact,0,0,,authored/transit-aspect/mars/descendant/hard,no,
Mars trine your Descendant,mars,descendant,trine,authored/transit-aspect/mars/descendant/trine,empty_exact,0,0,,authored/transit-aspect/mars/descendant/soft,no,
Mars sextile your Descendant,mars,descendant,sextile,authored/transit-aspect/mars/descendant/sextile,empty_exact,0,0,,authored/transit-aspect/mars/descendant/soft,no,
Mars conjunction your Imum Coeli,mars,imum-coeli,conjunction,authored/transit-aspect/mars/imum-coeli/conjunction,empty_exact,0,0,,authored/transit-aspect/mars/imum-coeli/hard,no,
Mars opposition your Imum Coeli,mars,imum-coeli,opposition,authored/transit-aspect/mars/imum-coeli/opposition,empty_exact,0,0,,authored/transit-aspect/mars/imum-coeli/hard,no,
Mars square your Imum Coeli,mars,imum-coeli,square,authored/transit-aspect/mars/imum-coeli/square,empty_exact,0,0,,authored/transit-aspect/mars/imum-coeli/hard,no,
Mars trine your Imum Coeli,mars,imum-coeli,trine,authored/transit-aspect/mars/imum-coeli/trine,empty_exact,0,0,,authored/transit-aspect/mars/imum-coeli/soft,no,
Mars sextile your Imum Coeli,mars,imum-coeli,sextile,authored/transit-aspect/mars/imum-coeli/sextile,empty_exact,0,0,,authored/transit-aspect/mars/imum-coeli/soft,no,
Jupiter conjunction your Sun,jupiter,sun,conjunction,authored/transit-aspect/jupiter/sun/conjunction,empty_exact,0,0,,authored/transit-aspect/jupiter/sun/hard,yes,approved
Jupiter opposition your Sun,jupiter,sun,opposition,authored/transit-aspect/jupiter/sun/opposition,empty_exact,0,0,,authored/transit-aspect/jupiter/sun/hard,yes,approved
Jupiter square your Sun,jupiter,sun,square,authored/transit-aspect/jupiter/sun/square,empty_exact,0,0,,authored/transit-aspect/jupiter/sun/hard,yes,approved
Jupiter trine your Sun,jupiter,sun,trine,authored/transit-aspect/jupiter/sun/trine,empty_exact,0,0,,authored/transit-aspect/jupiter/sun/soft,yes,approved
Jupiter sextile your Sun,jupiter,sun,sextile,authored/transit-aspect/jupiter/sun/sextile,empty_exact,0,0,,authored/transit-aspect/jupiter/sun/soft,yes,approved
Jupiter conjunction your Moon,jupiter,moon,conjunction,authored/transit-aspect/jupiter/moon/conjunction,empty_exact,0,0,,authored/transit-aspect/jupiter/moon/hard,yes,approved
Jupiter opposition your Moon,jupiter,moon,opposition,authored/transit-aspect/jupiter/moon/opposition,empty_exact,0,0,,authored/transit-aspect/jupiter/moon/hard,yes,approved
Jupiter square your Moon,jupiter,moon,square,authored/transit-aspect/jupiter/moon/square,empty_exact,0,0,,authored/transit-aspect/jupiter/moon/hard,yes,approved
Jupiter trine your Moon,jupiter,moon,trine,authored/transit-aspect/jupiter/moon/trine,empty_exact,0,0,,authored/transit-aspect/jupiter/moon/soft,yes,approved
Jupiter sextile your Moon,jupiter,moon,sextile,authored/transit-aspect/jupiter/moon/sextile,empty_exact,0,0,,authored/transit-aspect/jupiter/moon/soft,yes,approved
Jupiter conjunction your Mercury,jupiter,mercury,conjunction,authored/transit-aspect/jupiter/mercury/conjunction,empty_exact,0,0,,authored/transit-aspect/jupiter/mercury/hard,yes,approved
Jupiter opposition your Mercury,jupiter,mercury,opposition,authored/transit-aspect/jupiter/mercury/opposition,empty_exact,0,0,,authored/transit-aspect/jupiter/mercury/hard,yes,approved
Jupiter square your Mercury,jupiter,mercury,square,authored/transit-aspect/jupiter/mercury/square,empty_exact,0,0,,authored/transit-aspect/jupiter/mercury/hard,yes,approved
Jupiter trine your Mercury,jupiter,mercury,trine,authored/transit-aspect/jupiter/mercury/trine,empty_exact,0,0,,authored/transit-aspect/jupiter/mercury/soft,yes,approved
Jupiter sextile your Mercury,jupiter,mercury,sextile,authored/transit-aspect/jupiter/mercury/sextile,empty_exact,0,0,,authored/transit-aspect/jupiter/mercury/soft,yes,approved
Jupiter conjunction your Venus,jupiter,venus,conjunction,authored/transit-aspect/jupiter/venus/conjunction,empty_exact,0,0,,authored/transit-aspect/jupiter/venus/hard,yes,approved
Jupiter opposition your Venus,jupiter,venus,opposition,authored/transit-aspect/jupiter/venus/opposition,empty_exact,0,0,,authored/transit-aspect/jupiter/venus/hard,yes,approved
Jupiter square your Venus,jupiter,venus,square,authored/transit-aspect/jupiter/venus/square,empty_exact,0,0,,authored/transit-aspect/jupiter/venus/hard,yes,approved
Jupiter trine your Venus,jupiter,venus,trine,authored/transit-aspect/jupiter/venus/trine,empty_exact,0,0,,authored/transit-aspect/jupiter/venus/soft,yes,approved
Jupiter sextile your Venus,jupiter,venus,sextile,authored/transit-aspect/jupiter/venus/sextile,empty_exact,0,0,,authored/transit-aspect/jupiter/venus/soft,yes,approved
Jupiter conjunction your Mars,jupiter,mars,conjunction,authored/transit-aspect/jupiter/mars/conjunction,empty_exact,0,0,,authored/transit-aspect/jupiter/mars/hard,yes,approved
Jupiter opposition your Mars,jupiter,mars,opposition,authored/transit-aspect/jupiter/mars/opposition,empty_exact,0,0,,authored/transit-aspect/jupiter/mars/hard,yes,approved
Jupiter square your Mars,jupiter,mars,square,authored/transit-aspect/jupiter/mars/square,empty_exact,0,0,,authored/transit-aspect/jupiter/mars/hard,yes,approved
Jupiter trine your Mars,jupiter,mars,trine,authored/transit-aspect/jupiter/mars/trine,empty_exact,0,0,,authored/transit-aspect/jupiter/mars/soft,yes,approved
Jupiter sextile your Mars,jupiter,mars,sextile,authored/transit-aspect/jupiter/mars/sextile,empty_exact,0,0,,authored/transit-aspect/jupiter/mars/soft,yes,approved
Jupiter return,jupiter,jupiter,conjunction (return),authored/transit-return/jupiter,exact_you_only,36,0,approved,,,
