contact,transiting,natal,aspect,exact_key,package_status,you_words,friend_words,exact_review_status,shared_key,shared_has_you,shared_review_status
Saturn sextile your Descendant,saturn,descendant,sextile,authored/transit-aspect/saturn/descendant/sextile,empty_exact,0,0,,authored/transit-aspect/saturn/descendant/soft,no,
Saturn conjunction your Imum Coeli,saturn,imum-coeli,conjunction,authored/transit-aspect/saturn/imum-coeli/conjunction,empty_exact,0,0,,authored/transit-aspect/saturn/imum-coeli/hard,no,
Saturn opposition your Imum Coeli,saturn,imum-coeli,opposition,authored/transit-aspect/saturn/imum-coeli/opposition,empty_exact,0,0,,authored/transit-aspect/saturn/imum-coeli/hard,no,
Saturn square your Imum Coeli,saturn,imum-coeli,square,authored/transit-aspect/saturn/imum-coeli/square,empty_exact,0,0,,authored/transit-aspect/saturn/imum-coeli/hard,no,
Saturn trine your Imum Coeli,saturn,imum-coeli,trine,authored/transit-aspect/saturn/imum-coeli/trine,empty_exact,0,0,,authored/transit-aspect/saturn/imum-coeli/soft,no,
Saturn sextile your Imum Coeli,saturn,imum-coeli,sextile,authored/transit-aspect/saturn/imum-coeli/sextile,empty_exact,0,0,,authored/transit-aspect/saturn/imum-coeli/soft,no,
Uranus conjunction your Sun,uranus,sun,conjunction,authored/transit-aspect/uranus/sun/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/sun/hard,yes,approved
Uranus opposition your Sun,uranus,sun,opposition,authored/transit-aspect/uranus/sun/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/sun/hard,yes,approved
Uranus square your Sun,uranus,sun,square,authored/transit-aspect/uranus/sun/square,empty_exact,0,0,,authored/transit-aspect/uranus/sun/hard,yes,approved
Uranus trine your Sun,uranus,sun,trine,authored/transit-aspect/uranus/sun/trine,empty_exact,0,0,,authored/transit-aspect/uranus/sun/soft,yes,approved
Uranus sextile your Sun,uranus,sun,sextile,authored/transit-aspect/uranus/sun/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/sun/soft,yes,approved
Uranus conjunction your Moon,uranus,moon,conjunction,authored/transit-aspect/uranus/moon/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/moon/hard,yes,approved
Uranus opposition your Moon,uranus,moon,opposition,authored/transit-aspect/uranus/moon/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/moon/hard,yes,approved
Uranus square your Moon,uranus,moon,square,authored/transit-aspect/uranus/moon/square,empty_exact,0,0,,authored/transit-aspect/uranus/moon/hard,yes,approved
Uranus trine your Moon,uranus,moon,trine,authored/transit-aspect/uranus/moon/trine,empty_exact,0,0,,authored/transit-aspect/uranus/moon/soft,yes,approved
Uranus sextile your Moon,uranus,moon,sextile,authored/transit-aspect/uranus/moon/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/moon/soft,yes,approved
Uranus conjunction your Mercury,uranus,mercury,conjunction,authored/transit-aspect/uranus/mercury/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/mercury/hard,yes,approved
Uranus opposition your Mercury,uranus,mercury,opposition,authored/transit-aspect/uranus/mercury/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/mercury/hard,yes,approved
Uranus square your Mercury,uranus,mercury,square,authored/transit-aspect/uranus/mercury/square,empty_exact,0,0,,authored/transit-aspect/uranus/mercury/hard,yes,approved
Uranus trine your Mercury,uranus,mercury,trine,authored/transit-aspect/uranus/mercury/trine,empty_exact,0,0,,authored/transit-aspect/uranus/mercury/soft,yes,approved
Uranus sextile your Mercury,uranus,mercury,sextile,authored/transit-aspect/uranus/mercury/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/mercury/soft,yes,approved
Uranus conjunction your Venus,uranus,venus,conjunction,authored/transit-aspect/uranus/venus/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/venus/hard,yes,approved
Uranus opposition your Venus,uranus,venus,opposition,authored/transit-aspect/uranus/venus/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/venus/hard,yes,approved
Uranus square your Venus,uranus,venus,square,authored/transit-aspect/uranus/venus/square,empty_exact,0,0,,authored/transit-aspect/uranus/venus/hard,yes,approved
Uranus trine your Venus,uranus,venus,trine,authored/transit-aspect/uranus/venus/trine,empty_exact,0,0,,authored/transit-aspect/uranus/venus/soft,yes,approved
Uranus sextile your Venus,uranus,venus,sextile,authored/transit-aspect/uranus/venus/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/venus/soft,yes,approved
Uranus conjunction your Mars,uranus,mars,conjunction,authored/transit-aspect/uranus/mars/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/mars/hard,yes,approved
Uranus opposition your Mars,uranus,mars,opposition,authored/transit-aspect/uranus/mars/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/mars/hard,yes,approved
Uranus square your Mars,uranus,mars,square,authored/transit-aspect/uranus/mars/square,empty_exact,0,0,,authored/transit-aspect/uranus/mars/hard,yes,approved
Uranus trine your Mars,uranus,mars,trine,authored/transit-aspect/uranus/mars/trine,empty_exact,0,0,,authored/transit-aspect/uranus/mars/soft,yes,approved
Uranus sextile your Mars,uranus,mars,sextile,authored/transit-aspect/uranus/mars/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/mars/soft,yes,approved
Uranus conjunction your Jupiter,uranus,jupiter,conjunction,authored/transit-aspect/uranus/jupiter/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/jupiter/hard,yes,approved
Uranus opposition your Jupiter,uranus,jupiter,opposition,authored/transit-aspect/uranus/jupiter/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/jupiter/hard,yes,approved
Uranus square your Jupiter,uranus,jupiter,square,authored/transit-aspect/uranus/jupiter/square,empty_exact,0,0,,authored/transit-aspect/uranus/jupiter/hard,yes,approved
Uranus trine your Jupiter,uranus,jupiter,trine,authored/transit-aspect/uranus/jupiter/trine,empty_exact,0,0,,authored/transit-aspect/uranus/jupiter/soft,yes,approved
Uranus sextile your Jupiter,uranus,jupiter,sextile,authored/transit-aspect/uranus/jupiter/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/jupiter/soft,yes,approved
Uranus conjunction your Saturn,uranus,saturn,conjunction,authored/transit-aspect/uranus/saturn/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/saturn/hard,yes,approved
Uranus opposition your Saturn,uranus,saturn,opposition,authored/transit-aspect/uranus/saturn/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/saturn/hard,yes,approved
Uranus square your Saturn,uranus,saturn,square,authored/transit-aspect/uranus/saturn/square,empty_exact,0,0,,authored/transit-aspect/uranus/saturn/hard,yes,approved
Uranus trine your Saturn,uranus,saturn,trine,authored/transit-aspect/uranus/saturn/trine,empty_exact,0,0,,authored/transit-aspect/uranus/saturn/soft,yes,approved
Uranus sextile your Saturn,uranus,saturn,sextile,authored/transit-aspect/uranus/saturn/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/saturn/soft,yes,approved
Uranus return,uranus,uranus,conjunction (return),authored/transit-return/uranus,empty_exact,0,0,,,,
Uranus opposition your Uranus,uranus,uranus,opposition,authored/transit-aspect/uranus/uranus/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/uranus/hard,yes,approved
Uranus square your Uranus,uranus,uranus,square,authored/transit-aspect/uranus/uranus/square,empty_exact,0,0,,authored/transit-aspect/uranus/uranus/hard,yes,approved
Uranus trine your Uranus,uranus,uranus,trine,authored/transit-aspect/uranus/uranus/trine,empty_exact,0,0,,authored/transit-aspect/uranus/uranus/soft,yes,approved
Uranus sextile your Uranus,uranus,uranus,sextile,authored/transit-aspect/uranus/uranus/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/uranus/soft,yes,approved
Uranus conjunction your Neptune,uranus,neptune,conjunction,authored/transit-aspect/uranus/neptune/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/neptune/hard,yes,approved
Uranus opposition your Neptune,uranus,neptune,opposition,authored/transit-aspect/uranus/neptune/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/neptune/hard,yes,approved
Uranus square your Neptune,uranus,neptune,square,authored/transit-aspect/uranus/neptune/square,empty_exact,0,0,,authored/transit-aspect/uranus/neptune/hard,yes,approved
Uranus trine your Neptune,uranus,neptune,trine,authored/transit-aspect/uranus/neptune/trine,empty_exact,0,0,,authored/transit-aspect/uranus/neptune/soft,yes,approved
Uranus sextile your Neptune,uranus,neptune,sextile,authored/transit-aspect/uranus/neptune/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/neptune/soft,yes,approved
Uranus conjunction your Pluto,uranus,pluto,conjunction,authored/transit-aspect/uranus/pluto/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/pluto/hard,yes,approved
Uranus opposition your Pluto,uranus,pluto,opposition,authored/transit-aspect/uranus/pluto/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/pluto/hard,yes,approved
Uranus square your Pluto,uranus,pluto,square,authored/transit-aspect/uranus/pluto/square,empty_exact,0,0,,authored/transit-aspect/uranus/pluto/hard,yes,approved
Uranus trine your Pluto,uranus,pluto,trine,authored/transit-aspect/uranus/pluto/trine,empty_exact,0,0,,authored/transit-aspect/uranus/pluto/soft,yes,approved
Uranus sextile your Pluto,uranus,pluto,sextile,authored/transit-aspect/uranus/pluto/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/pluto/soft,yes,approved
Uranus conjunction your Chiron,uranus,chiron,conjunction,authored/transit-aspect/uranus/chiron/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/chiron/hard,no,
Uranus opposition your Chiron,uranus,chiron,opposition,authored/transit-aspect/uranus/chiron/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/chiron/hard,no,
Uranus square your Chiron,uranus,chiron,square,authored/transit-aspect/uranus/chiron/square,empty_exact,0,0,,authored/transit-aspect/uranus/chiron/hard,no,
Uranus trine your Chiron,uranus,chiron,trine,authored/transit-aspect/uranus/chiron/trine,empty_exact,0,0,,authored/transit-aspect/uranus/chiron/soft,no,
Uranus sextile your Chiron,uranus,chiron,sextile,authored/transit-aspect/uranus/chiron/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/chiron/soft,no,
Uranus conjunction your North Node,uranus,north-node,conjunction,authored/transit-aspect/uranus/north-node/conjunction,exact_you_and_friend,99,99,approved,authored/transit-aspect/uranus/north-node/hard,no,
Uranus opposition your North Node,uranus,north-node,opposition,authored/transit-aspect/uranus/north-node/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/north-node/hard,no,
Uranus square your North Node,uranus,north-node,square,authored/transit-aspect/uranus/north-node/square,empty_exact,0,0,,authored/transit-aspect/uranus/north-node/hard,no,
Uranus trine your North Node,uranus,north-node,trine,authored/transit-aspect/uranus/north-node/trine,empty_exact,0,0,,authored/transit-aspect/uranus/north-node/soft,no,
Uranus sextile your North Node,uranus,north-node,sextile,authored/transit-aspect/uranus/north-node/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/north-node/soft,no,
Uranus conjunction your South Node,uranus,south-node,conjunction,authored/transit-aspect/uranus/south-node/conjunction,exact_you_and_friend,107,107,approved,authored/transit-aspect/uranus/south-node/hard,no,
Uranus opposition your South Node,uranus,south-node,opposition,authored/transit-aspect/uranus/south-node/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/south-node/hard,no,
Uranus square your South Node,uranus,south-node,square,authored/transit-aspect/uranus/south-node/square,empty_exact,0,0,,authored/transit-aspect/uranus/south-node/hard,no,
Uranus trine your South Node,uranus,south-node,trine,authored/transit-aspect/uranus/south-node/trine,empty_exact,0,0,,authored/transit-aspect/uranus/south-node/soft,no,
Uranus sextile your South Node,uranus,south-node,sextile,authored/transit-aspect/uranus/south-node/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/south-node/soft,no,
Uranus conjunction your Lilith,uranus,lilith,conjunction,authored/transit-aspect/uranus/lilith/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/lilith/hard,yes,approved
Uranus opposition your Lilith,uranus,lilith,opposition,authored/transit-aspect/uranus/lilith/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/lilith/hard,yes,approved
Uranus conjunction your Ascendant,uranus,ascendant,conjunction,authored/transit-aspect/uranus/ascendant/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/ascendant/hard,yes,approved
Uranus opposition your Ascendant,uranus,ascendant,opposition,authored/transit-aspect/uranus/ascendant/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/ascendant/hard,yes,approved
Uranus square your Ascendant,uranus,ascendant,square,authored/transit-aspect/uranus/ascendant/square,empty_exact,0,0,,authored/transit-aspect/uranus/ascendant/hard,yes,approved
Uranus trine your Ascendant,uranus,ascendant,trine,authored/transit-aspect/uranus/ascendant/trine,empty_exact,0,0,,authored/transit-aspect/uranus/ascendant/soft,yes,approved
Uranus sextile your Ascendant,uranus,ascendant,sextile,authored/transit-aspect/uranus/ascendant/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/ascendant/soft,yes,approved
Uranus conjunction your Midheaven,uranus,midheaven,conjunction,authored/transit-aspect/uranus/midheaven/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/midheaven/hard,yes,approved
Uranus opposition your Midheaven,uranus,midheaven,opposition,authored/transit-aspect/uranus/midheaven/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/midheaven/hard,yes,approved
Uranus square your Midheaven,uranus,midheaven,square,authored/transit-aspect/uranus/midheaven/square,empty_exact,0,0,,authored/transit-aspect/uranus/midheaven/hard,yes,approved
Uranus trine your Midheaven,uranus,midheaven,trine,authored/transit-aspect/uranus/midheaven/trine,empty_exact,0,0,,authored/transit-aspect/uranus/midheaven/soft,yes,approved
Uranus sextile your Midheaven,uranus,midheaven,sextile,authored/transit-aspect/uranus/midheaven/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/midheaven/soft,yes,approved
Uranus conjunction your Descendant,uranus,descendant,conjunction,authored/transit-aspect/uranus/descendant/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/descendant/hard,no,
Uranus opposition your Descendant,uranus,descendant,opposition,authored/transit-aspect/uranus/descendant/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/descendant/hard,no,
Uranus square your Descendant,uranus,descendant,square,authored/transit-aspect/uranus/descendant/square,empty_exact,0,0,,authored/transit-aspect/uranus/descendant/hard,no,
Uranus trine your Descendant,uranus,descendant,trine,authored/transit-aspect/uranus/descendant/trine,empty_exact,0,0,,authored/transit-aspect/uranus/descendant/soft,no,
Uranus sextile your Descendant,uranus,descendant,sextile,authored/transit-aspect/uranus/descendant/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/descendant/soft,no,
Uranus conjunction your Imum Coeli,uranus,imum-coeli,conjunction,authored/transit-aspect/uranus/imum-coeli/conjunction,empty_exact,0,0,,authored/transit-aspect/uranus/imum-coeli/hard,no,
Uranus opposition your Imum Coeli,uranus,imum-coeli,opposition,authored/transit-aspect/uranus/imum-coeli/opposition,empty_exact,0,0,,authored/transit-aspect/uranus/imum-coeli/hard,no,
Uranus square your Imum Coeli,uranus,imum-coeli,square,authored/transit-aspect/uranus/imum-coeli/square,empty_exact,0,0,,authored/transit-aspect/uranus/imum-coeli/hard,no,
Uranus trine your Imum Coeli,uranus,imum-coeli,trine,authored/transit-aspect/uranus/imum-coeli/trine,empty_exact,0,0,,authored/transit-aspect/uranus/imum-coeli/soft,no,
Uranus sextile your Imum Coeli,uranus,imum-coeli,sextile,authored/transit-aspect/uranus/imum-coeli/sextile,empty_exact,0,0,,authored/transit-aspect/uranus/imum-coeli/soft,no,
Neptune conjunction your Sun,neptune,sun,conjunction,authored/transit-aspect/neptune/sun/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/sun/hard,yes,approved
Neptune opposition your Sun,neptune,sun,opposition,authored/transit-aspect/neptune/sun/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/sun/hard,yes,approved
Neptune square your Sun,neptune,sun,square,authored/transit-aspect/neptune/sun/square,empty_exact,0,0,,authored/transit-aspect/neptune/sun/hard,yes,approved
Neptune trine your Sun,neptune,sun,trine,authored/transit-aspect/neptune/sun/trine,empty_exact,0,0,,authored/transit-aspect/neptune/sun/soft,yes,approved
Neptune sextile your Sun,neptune,sun,sextile,authored/transit-aspect/neptune/sun/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/sun/soft,yes,approved
Neptune conjunction your Moon,neptune,moon,conjunction,authored/transit-aspect/neptune/moon/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/moon/hard,yes,approved
Neptune opposition your Moon,neptune,moon,opposition,authored/transit-aspect/neptune/moon/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/moon/hard,yes,approved
Neptune square your Moon,neptune,moon,square,authored/transit-aspect/neptune/moon/square,empty_exact,0,0,,authored/transit-aspect/neptune/moon/hard,yes,approved
Neptune trine your Moon,neptune,moon,trine,authored/transit-aspect/neptune/moon/trine,empty_exact,0,0,,authored/transit-aspect/neptune/moon/soft,yes,approved
Neptune sextile your Moon,neptune,moon,sextile,authored/transit-aspect/neptune/moon/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/moon/soft,yes,approved
Neptune conjunction your Mercury,neptune,mercury,conjunction,authored/transit-aspect/neptune/mercury/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/mercury/hard,yes,approved
Neptune opposition your Mercury,neptune,mercury,opposition,authored/transit-aspect/neptune/mercury/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/mercury/hard,yes,approved
Neptune square your Mercury,neptune,mercury,square,authored/transit-aspect/neptune/mercury/square,empty_exact,0,0,,authored/transit-aspect/neptune/mercury/hard,yes,approved
Neptune trine your Mercury,neptune,mercury,trine,authored/transit-aspect/neptune/mercury/trine,empty_exact,0,0,,authored/transit-aspect/neptune/mercury/soft,yes,approved
Neptune sextile your Mercury,neptune,mercury,sextile,authored/transit-aspect/neptune/mercury/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/mercury/soft,yes,approved
Neptune conjunction your Venus,neptune,venus,conjunction,authored/transit-aspect/neptune/venus/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/venus/hard,yes,approved
Neptune opposition your Venus,neptune,venus,opposition,authored/transit-aspect/neptune/venus/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/venus/hard,yes,approved
Neptune square your Venus,neptune,venus,square,authored/transit-aspect/neptune/venus/square,empty_exact,0,0,,authored/transit-aspect/neptune/venus/hard,yes,approved
Neptune trine your Venus,neptune,venus,trine,authored/transit-aspect/neptune/venus/trine,empty_exact,0,0,,authored/transit-aspect/neptune/venus/soft,yes,approved
Neptune sextile your Venus,neptune,venus,sextile,authored/transit-aspect/neptune/venus/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/venus/soft,yes,approved
Neptune conjunction your Mars,neptune,mars,conjunction,authored/transit-aspect/neptune/mars/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/mars/hard,yes,approved
Neptune opposition your Mars,neptune,mars,opposition,authored/transit-aspect/neptune/mars/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/mars/hard,yes,approved
Neptune square your Mars,neptune,mars,square,authored/transit-aspect/neptune/mars/square,empty_exact,0,0,,authored/transit-aspect/neptune/mars/hard,yes,approved
Neptune trine your Mars,neptune,mars,trine,authored/transit-aspect/neptune/mars/trine,empty_exact,0,0,,authored/transit-aspect/neptune/mars/soft,yes,approved
Neptune sextile your Mars,neptune,mars,sextile,authored/transit-aspect/neptune/mars/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/mars/soft,yes,approved
Neptune conjunction your Jupiter,neptune,jupiter,conjunction,authored/transit-aspect/neptune/jupiter/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/jupiter/hard,yes,approved
Neptune opposition your Jupiter,neptune,jupiter,opposition,authored/transit-aspect/neptune/jupiter/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/jupiter/hard,yes,approved
Neptune square your Jupiter,neptune,jupiter,square,authored/transit-aspect/neptune/jupiter/square,empty_exact,0,0,,authored/transit-aspect/neptune/jupiter/hard,yes,approved
Neptune trine your Jupiter,neptune,jupiter,trine,authored/transit-aspect/neptune/jupiter/trine,empty_exact,0,0,,authored/transit-aspect/neptune/jupiter/soft,yes,approved
Neptune sextile your Jupiter,neptune,jupiter,sextile,authored/transit-aspect/neptune/jupiter/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/jupiter/soft,yes,approved
Neptune conjunction your Saturn,neptune,saturn,conjunction,authored/transit-aspect/neptune/saturn/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/saturn/hard,yes,approved
Neptune opposition your Saturn,neptune,saturn,opposition,authored/transit-aspect/neptune/saturn/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/saturn/hard,yes,approved
Neptune square your Saturn,neptune,saturn,square,authored/transit-aspect/neptune/saturn/square,empty_exact,0,0,,authored/transit-aspect/neptune/saturn/hard,yes,approved
Neptune trine your Saturn,neptune,saturn,trine,authored/transit-aspect/neptune/saturn/trine,empty_exact,0,0,,authored/transit-aspect/neptune/saturn/soft,yes,approved
Neptune sextile your Saturn,neptune,saturn,sextile,authored/transit-aspect/neptune/saturn/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/saturn/soft,yes,approved
Neptune conjunction your Uranus,neptune,uranus,conjunction,authored/transit-aspect/neptune/uranus/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/uranus/hard,yes,approved
Neptune opposition your Uranus,neptune,uranus,opposition,authored/transit-aspect/neptune/uranus/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/uranus/hard,yes,approved
Neptune square your Uranus,neptune,uranus,square,authored/transit-aspect/neptune/uranus/square,empty_exact,0,0,,authored/transit-aspect/neptune/uranus/hard,yes,approved
Neptune trine your Uranus,neptune,uranus,trine,authored/transit-aspect/neptune/uranus/trine,empty_exact,0,0,,authored/transit-aspect/neptune/uranus/soft,yes,approved
Neptune sextile your Uranus,neptune,uranus,sextile,authored/transit-aspect/neptune/uranus/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/uranus/soft,yes,approved
Neptune conjunction your Neptune,neptune,neptune,conjunction,authored/transit-aspect/neptune/neptune/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/neptune/hard,yes,approved
Neptune opposition your Neptune,neptune,neptune,opposition,authored/transit-aspect/neptune/neptune/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/neptune/hard,yes,approved
Neptune square your Neptune,neptune,neptune,square,authored/transit-aspect/neptune/neptune/square,empty_exact,0,0,,authored/transit-aspect/neptune/neptune/hard,yes,approved
Neptune trine your Neptune,neptune,neptune,trine,authored/transit-aspect/neptune/neptune/trine,empty_exact,0,0,,authored/transit-aspect/neptune/neptune/soft,yes,approved
Neptune sextile your Neptune,neptune,neptune,sextile,authored/transit-aspect/neptune/neptune/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/neptune/soft,yes,approved
Neptune conjunction your Pluto,neptune,pluto,conjunction,authored/transit-aspect/neptune/pluto/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/pluto/hard,yes,approved
Neptune opposition your Pluto,neptune,pluto,opposition,authored/transit-aspect/neptune/pluto/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/pluto/hard,yes,approved
Neptune square your Pluto,neptune,pluto,square,authored/transit-aspect/neptune/pluto/square,empty_exact,0,0,,authored/transit-aspect/neptune/pluto/hard,yes,approved
Neptune trine your Pluto,neptune,pluto,trine,authored/transit-aspect/neptune/pluto/trine,empty_exact,0,0,,authored/transit-aspect/neptune/pluto/soft,yes,approved
Neptune sextile your Pluto,neptune,pluto,sextile,authored/transit-aspect/neptune/pluto/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/pluto/soft,yes,approved
Neptune conjunction your Chiron,neptune,chiron,conjunction,authored/transit-aspect/neptune/chiron/conjunction,exact_you_and_friend,98,98,approved,authored/transit-aspect/neptune/chiron/hard,no,
Neptune opposition your Chiron,neptune,chiron,opposition,authored/transit-aspect/neptune/chiron/opposition,exact_you_and_friend,90,90,approved,authored/transit-aspect/neptune/chiron/hard,no,
Neptune square your Chiron,neptune,chiron,square,authored/transit-aspect/neptune/chiron/square,exact_you_and_friend,99,99,approved,authored/transit-aspect/neptune/chiron/hard,no,
Neptune trine your Chiron,neptune,chiron,trine,authored/transit-aspect/neptune/chiron/trine,exact_you_and_friend,93,93,approved,authored/transit-aspect/neptune/chiron/soft,no,
Neptune sextile your Chiron,neptune,chiron,sextile,authored/transit-aspect/neptune/chiron/sextile,exact_you_and_friend,99,99,approved,authored/transit-aspect/neptune/chiron/soft,no,
Neptune conjunction your North Node,neptune,north-node,conjunction,authored/transit-aspect/neptune/north-node/conjunction,exact_you_and_friend,106,106,approved,authored/transit-aspect/neptune/north-node/hard,no,
Neptune opposition your North Node,neptune,north-node,opposition,authored/transit-aspect/neptune/north-node/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/north-node/hard,no,
Neptune square your North Node,neptune,north-node,square,authored/transit-aspect/neptune/north-node/square,empty_exact,0,0,,authored/transit-aspect/neptune/north-node/hard,no,
Neptune trine your North Node,neptune,north-node,trine,authored/transit-aspect/neptune/north-node/trine,empty_exact,0,0,,authored/transit-aspect/neptune/north-node/soft,no,
Neptune sextile your North Node,neptune,north-node,sextile,authored/transit-aspect/neptune/north-node/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/north-node/soft,no,
Neptune conjunction your South Node,neptune,south-node,conjunction,authored/transit-aspect/neptune/south-node/conjunction,exact_you_and_friend,109,109,approved,authored/transit-aspect/neptune/south-node/hard,no,
Neptune opposition your South Node,neptune,south-node,opposition,authored/transit-aspect/neptune/south-node/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/south-node/hard,no,
Neptune square your South Node,neptune,south-node,square,authored/transit-aspect/neptune/south-node/square,empty_exact,0,0,,authored/transit-aspect/neptune/south-node/hard,no,
Neptune trine your South Node,neptune,south-node,trine,authored/transit-aspect/neptune/south-node/trine,empty_exact,0,0,,authored/transit-aspect/neptune/south-node/soft,no,
Neptune sextile your South Node,neptune,south-node,sextile,authored/transit-aspect/neptune/south-node/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/south-node/soft,no,
Neptune conjunction your Lilith,neptune,lilith,conjunction,authored/transit-aspect/neptune/lilith/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/lilith/hard,yes,approved
Neptune opposition your Lilith,neptune,lilith,opposition,authored/transit-aspect/neptune/lilith/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/lilith/hard,yes,approved
Neptune conjunction your Ascendant,neptune,ascendant,conjunction,authored/transit-aspect/neptune/ascendant/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/ascendant/hard,yes,approved
Neptune opposition your Ascendant,neptune,ascendant,opposition,authored/transit-aspect/neptune/ascendant/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/ascendant/hard,yes,approved
Neptune square your Ascendant,neptune,ascendant,square,authored/transit-aspect/neptune/ascendant/square,empty_exact,0,0,,authored/transit-aspect/neptune/ascendant/hard,yes,approved
Neptune trine your Ascendant,neptune,ascendant,trine,authored/transit-aspect/neptune/ascendant/trine,empty_exact,0,0,,authored/transit-aspect/neptune/ascendant/soft,yes,approved
Neptune sextile your Ascendant,neptune,ascendant,sextile,authored/transit-aspect/neptune/ascendant/sextile,empty_exact,0,0,,authored/transit-aspect/neptune/ascendant/soft,yes,approved
Neptune conjunction your Midheaven,neptune,midheaven,conjunction,authored/transit-aspect/neptune/midheaven/conjunction,empty_exact,0,0,,authored/transit-aspect/neptune/midheaven/hard,yes,approved
Neptune opposition your Midheaven,neptune,midheaven,opposition,authored/transit-aspect/neptune/midheaven/opposition,empty_exact,0,0,,authored/transit-aspect/neptune/midheaven/hard,yes,approved
